id_etudiant,matricule,nom,prenom,sexe,date_naissance,telephone,email,adresse,ville,region,pays,date_creation
dfeda50c-b3c7-4762-b4d4-e13edc6702b3,ETU01022,Chauvet,Danielle,,2008-02-13,+221782665603,alexandre11@example.com,"89, avenue Georges
36357 Costa",Podor,Saint-Louis,Sénégal,2026-07-30 16:21:18.230695
2531fade-9211-4f1e-a629-a6a1d7538119,ETU01023,Lesage,Marcel,,2007-06-08,+221777116531,francoislanglois@example.com,"89, chemin Sylvie Humbert
97385 PicardVille",Podor,Saint-Louis,Sénégal,2026-07-30 16:21:18.230954
99ead5db-398b-42be-8d0d-56175e5ac805,ETU01024,Jacob,Rémy,Homme,2006-06-08,,imartinez@example.org,"89, rue Gay
36670 Saint Théodore-sur-Mer",Mbacké,Diourbel,Sénégal,2026-07-30 16:21:18.231150
83bbb37e-20ab-4658-b758-743f11e4bf74,ETU1000,Bourdon,Alexandria,1,2004-12-23,766883843,elisabeth80@example.org,"97, rue Courtois
97646 Saint Jeannine",Foundiougne,Fatick,Sénégal,2026-07-30 16:21:18.231351
959d464a-0c9f-40fa-af0c-e9c83c8851fc,ETU01026,Jourdan,Frédérique,F,2000-08-12,775444551,jeromepoirier@example.com,"98, rue de Gillet
35417 Sainte Émilie",Malem Hodar,kaffrine,Sénégal,2026-07-30 16:21:18.231565
918c2f96-11e7-46c4-b882-8d3cd77317d9,ETU01027,Hamel,Clémence,0,2002-08-29,776773161,barbieroceane@example.org,"rue Robert Tessier
13308 Gaillard",Goudomp,Sédhiou,Sénégal,2026-07-30 16:21:18.231744
b8882cb9-7e83-4649-a0c5-801cbba753af,ETU01028,Turpin,Alfred,Homme,2008-05-11,776222808,thomasboulanger@example.net,"439, rue Marty
33350 Garcia",Tivaouane,Thiès,Sénégal,2026-07-30 16:21:18.231926
7de33400-f3d7-454b-8724-da2ee051c61f,ETU01029,Coulon,Capucine,Masculin,2004-08-22,+221787980085,charles73@example.com,"42, rue Michel Michaud
80376 Martinez-sur-Chauvin",Bignona,Ziguinchor,Sénégal,2026-07-30 16:21:18.232104
000d3e79-3159-44e2-ab28-fbc69cc52cab,ETU01030,Guyon,Margaud,1,1996-08-31,705517577,marcel51@example.net,"17, rue Lopes
94261 Lesage-sur-Aubry",Goudomp,Sédhiou,Sénégal,2026-07-30 16:21:18.232271
59f3bdb5-5800-4d5d-8e3c-6b220a7d7f80,ETU01031,Jacquot,Océane,0,1997-11-05,+221783511281,marine17@example.net,"92, rue de Leleu
88672 Lebrun",Nioro du Rip,Kaolack,Sénégal,2026-07-30 16:21:18.232435
8dcbae71-1f06-4f14-b760-300ed1989607,ETU01032,Duhamel,Audrey,Homme,2006-02-20,781774395,chauvindiane@example.org,"avenue Loiseau
07397 Duhamelnec",Gossas,Fatick,Sénégal,2026-07-30 16:21:18.232591
dfba8f98-060a-41ca-b2cb-e4ffc4ce3e33,ETU01033,Camus,Raymond,Femme,1999-11-13,+221787076253,margueritedubois@example.com,"84, chemin Roy
81924 Leblanc-sur-Hernandez",Mbour,Dakar,Sénégal,2026-07-30 16:21:18.232773
b934f020-218a-4979-bc13-1fba98849e4e,ETU01034,Langlois,Bernard,1,1999-04-21,,rmartins@example.com,"93, rue de Guillet
24763 Bouvet",Podor,Saint-Louis,Sénégal,2026-07-30 16:21:18.232921
39264e18-5f3a-498e-b7f2-92a5e9726f73,ETU01035,Hardy,Nicolas,Homme,1995-10-29,774654598,qparent@example.com,"87, rue Nathalie Bouvier
78759 Dijouxboeuf",Vélingara,Kolda,Sénégal,2026-07-30 16:21:18.233075
c6349aba-aeae-4852-9cb4-2a9fdd09e508,ETU01036,Gimenez,Denis,0,2007-09-05,+221771883406,jacquetlorraine@example.org,"15, rue de Ollivier
26525 LopesVille",Kébémer,Louga,Sénégal,2026-07-30 16:21:18.233228
84d1ee71-116b-4131-8a0a-ef0febc089c3,ETU01037,Étienne,Jérôme,Homme,2006-07-19,776826679,pmary@example.net,"6, rue Manon Laine
11452 Saint Claude",Thiès,Thiès,Sénégal,2026-07-30 16:21:18.233388
57ccea12-106b-45c0-acb4-c8c49e84858a,ETU01038,Bailly,Christophe,Homme,1998-04-03,00221770157341,cmerle@example.net,"7, rue Claude Duval
20259 Sainte William",Ourossogui,Matam,Sénégal,2026-07-30 16:21:18.233548
75a3def4-bcec-47e3-94d8-530e8612e612,ETU01039,Gillet,Clémence,0,2008-07-14,784999544,xantoine@example.com,"boulevard de Teixeira
67517 Gomez",Foundiougne,Fatick,Sénégal,2026-07-30 16:21:18.233684
dfd440c9-1dda-49f5-8318-a651de05a729,ETU01040,Carre,Sylvie,Homme,2001-02-06,+221786116193,boulayaugustin@example.org,"94, chemin Dufour
95822 Guyon",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:21:18.233821
fa783168-ebed-4ae7-ab97-61197d002d29,ETU01041,Gomes,Christiane,Masculin,2000-06-08,762946564,thomas46@example.com,"68, rue Valentine Gilles
03115 Dupréboeuf",Foundiougne,Fatick,Sénégal,2026-07-30 16:21:18.233968
185bef9e-5d3f-484f-ab2b-a1911880342a,ETU01042,Gosselin,Antoine,0,2027-07-30,780801455,gilleslacroix@example.org,"8, chemin Lemaire
90481 Guillot",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:21:18.234082
2efb6aa6-9b6b-4b6b-a989-143ddad103f5,ETU01043,Monnier,Benoît,Masculin,2007-10-27,765672786,edupuy@example.net,"32, rue Colin
57109 DelormeVille",Kayar,Thiès,Sénégal,2026-07-30 16:21:18.234219
f15f82e0-f4e9-4d70-8822-8b16308bc924,ETU01044,Benoit,Frédérique,Homme,2007-11-22,+221777563303,duprelucy@example.org,"3, rue de Parent
34212 Faure-sur-Bailly",Kanel,Matam,Sénégal,2026-07-30 16:21:18.234355
4cdb00f2-d8b6-4aec-b4ad-0f04454a15ba,ETU01045,Buisson,Olivier,1,2027-07-30,+221782384582,lemairelaetitia@example.net,"328, chemin Lambert
27823 Roy-la-Forêt",Ourossogui,Matam,Sénégal,2026-07-30 16:21:18.234490
edf6d6ec-e7c8-475c-af73-f03dddd2a9c2,ETU01046,Munoz,Adrien,,2002-02-13,709903485,pdumont@example.com,"56, avenue Garcia
31935 PerezBourg",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:21:18.234630
fa206b5d-4f2d-42b9-a93e-81750f5b69ce,ETU01047,Reynaud,Anastasie,1,1997-02-03,+221778512355,moreauines@example.net,"174, boulevard de Bourdon
59832 Girard",Thiès,Thiès,Sénégal,2026-07-30 16:21:18.234776
20a5f0c0-b563-4656-9953-80cfb53fc704,ETU01048,Lejeune,Michelle,Masculin,2001-03-06,708909625,leleualphonse@example.net,"76, boulevard Frédérique Collin
13164 Fourniernec",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:21:18.234910
86ed0a5d-e6bc-4994-bfd9-8e297fb12657,ETU01049,Verdier,Camille,Femme,1999-11-07,+221777187782,valentine72@example.org,"31, rue Georges Diallo
37965 Chevaliernec",Mbour,Thiès,Sénégal,2026-07-30 16:21:18.235036
04759347-7c82-4847-9061-a6b8dc20ba64,ETU01050,Lucas,Julien,F,2000-03-17,786689799,celina85@example.org,"51, boulevard de Lebon
74772 Sainte Patrickdan",Linguère,Louga,Sénégal,2026-07-30 16:21:18.235164
f752278c-d9f5-4f70-878e-4501a6ddf1d9,ETU01051,David,Maurice,0,2027-07-30,701042607,moniquebertin@example.org,"chemin Roche
07121 Lombard",Bakel,Tambacounda,Sénégal,2026-07-30 16:21:18.235255
4a4b1c68-5b67-4163-b3de-1e88f5cfe4e2,ETU01052,Albert,Timothée,F,2027-07-30,+221773383898,lorraineallard@example.org,"23, chemin de Renard
39936 Vasseur",Goudomp,Sédhiou,Sénégal,2026-07-30 16:21:18.235356
23b67325-42d5-4a44-b9dd-983e217227fb,ETU01053,Legrand,Gilles,Homme,2001-01-31,709430415,ohenry@example.org,"52, avenue Menard
46533 Ferrand",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.235480
e80f326f-6bc8-44fc-b3d0-18f5a87bcb8b,ETU01054,Le Goff,Laure,Femme,2001-09-26,+221787418879,xmartineau@example.org,"2, avenue Thibaut Ollivier
62186 FontaineBourg",Linguère,Louga,Sénégal,2026-07-30 16:21:18.235600
2ff67628-8570-4487-bd6c-8316c9b22eb4,ETU01055,Berthelot,Michelle,M,2005-09-27,779743566,langloisclemence@example.net,"54, rue Benoît Aubert
64181 Sainte Georges-sur-Mer",Malem Hodar,kaffrine,Sénégal,2026-07-30 16:21:18.235737
36478378-3583-4f92-abb5-db861161f883,ETU1000,Thomas,Paul,Homme,2005-06-04,+221774694255,colletsusan@example.org,"60, chemin Cordier
97631 Saint Paul",Foundiougne,Fatick,Sénégal,2026-07-30 16:21:18.235863
91dbed07-5d71-4f4a-af29-a06e9567ef9f,ETU01057,Gillet,Lucie,Homme,2000-12-23,,nath70@example.org,"67, rue Nguyen
88920 Delannoy-la-Forêt",Mbacké,Diourbel,Sénégal,2026-07-30 16:21:18.235977
7945f481-8baa-4571-80c7-681d6b901a82,ETU01058,Fleury,Martine,M,1997-05-19,775127086,sroy@example.com,"4, avenue de Lecoq
97221 Marchand-sur-Mer",Foundiougne,Fatick,Sénégal,2026-07-30 16:21:18.236091
cccd76ed-0085-49bd-b4ea-266f0e4acd9c,ETU01059,Lebrun,Eugène,Femme,2027-07-30,782248978,mariannehernandez@example.com,"rue de Boulay
85841 Boutin",Kanel,Matam,Sénégal,2026-07-30 16:21:18.236176
a0a87a88-0109-41ae-bbdf-7a5000d0e1cf,ETU01060,Hoareau,Dominique,Masculin,2000-02-25,781339501,evalentin@example.org,"1, chemin de Leroux
59464 Gilbert-sur-Vaillant",Dagana,Saint-Louis,Sénégal,2026-07-30 16:21:18.236284
ba785b2d-20cb-4952-962b-cdab3453ce7f,ETU01061,Boutin,Benoît,M,2000-05-17,00221771961850,theodore98@example.org,"12, rue Henri Guyot
32276 Delahaye",Dagana,Saint-Louis,Sénégal,2026-07-30 16:21:18.236398
ae6f91c1-5322-421b-b184-f8447808fa5e,ETU01062,Colas,Geneviève,,1995-08-16,00221773138889,camillebouchet@example.org,"760, rue Rivière
60830 Garcia",Touba,Diourbel,Sénégal,2026-07-30 16:21:18.236507
92b8d2eb-57f7-4900-b1c1-157dbc9511d5,ETU01063,Rousset,Claire,Homme,2006-08-27,+221770175283,gaillardjoseph@example.org,"26, rue Lopes
84656 Joseph",Goudomp,Tambacounda,Sénégal,2026-07-30 16:21:18.236612
b23463af-9e30-427e-aea3-3cb450874101,ETU01064,Alexandre,Luc,0,2005-03-26,,jacques52@example.org,"606, boulevard Jean Rolland
66973 Saint Margot",Vélingara,Kolda,Sénégal,2026-07-30 16:21:18.236723
4da69ade-ce37-4343-9eb1-a2548e821b8f,ETU01065,Marin,Édith,0,2000-04-26,775399498,claudine58@example.net,"753, rue de Pineau
57733 Peltier-sur-Delannoy",Goudomp,Sédhiou,Sénégal,2026-07-30 16:21:18.236847
88297953-cb37-4ae4-9035-74bb1a408490,ETU01066,Jacques,Marine,Femme,2002-06-09,782952900,pierreguillaume@example.com,"37, boulevard Éric Pineau
60695 Besson",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.236964
a44cdac6-b3fe-4d1d-b0c1-7f4b1ccecf7f,ETU01067,Mathieu,Marcelle,1,2006-11-02,+221785620418,anouk61@example.com,"32, rue de Deschamps
81444 Saint Gilbert-les-Bains",Goudomp,Sédhiou,Sénégal,2026-07-30 16:21:18.237083
8833f617-1ca6-40f4-b32a-ef517d4819d4,ETU1000,Dubois,Paul,1,2027-07-30,+221786894089,lucecousin@example.net,"22, rue Berger
53409 Ruiz",Sédhiou,Kolda,Sénégal,2026-07-30 16:21:18.237331
e27ddb53-94c5-4e73-8b87-5f591287ca27,ETU01069,Jacquet,Bertrand,F,1997-06-29,+221781793898,margueritemunoz@example.org,"boulevard de Lemaître
67599 Fabre-sur-Leleu",Goudomp,Tambacounda,Sénégal,2026-07-30 16:21:18.237486
62a8a851-ccb3-4730-83a0-7a464d70a0e2,ETU01070,Simon,Simone,0,2005-10-03,+221778382396,jjoly@example.com,"253, chemin Manon Samson
69409 Vallée-les-Bains",Bounkiling,Sédhiou,Sénégal,2026-07-30 16:21:18.237660
2d96d157-00ee-4fa6-a335-4b559c673c66,ETU01071,Lebon,Adèle,1,2005-03-11,+221773797926,vasseurmarie@example.net,"avenue de Étienne
41613 Robert-sur-Muller",Guinguinéo,Kaolack,Sénégal,2026-07-30 16:21:18.237829
caf082d4-82e5-41de-b44f-21ea01b7927f,ETU01072,Dias,Honoré,0,2005-03-28,780427575,pauline42@example.net,"avenue Teixeira
12239 Peltier-sur-Morin",Bignona,Ziguinchor,Sénégal,2026-07-30 16:21:18.237974
9c6b54a8-cd3d-4315-968a-4f6cccef7b4e,ETU01073,Fernandez,Joséphine,Femme,2003-11-27,763656290,aimerobin@example.net,"59, chemin Thibault Lagarde
19211 Baudry",Dagana,Saint-Louis,Sénégal,2026-07-30 16:21:18.238140
bd00fb5e-39a6-41b4-ab61-5e7c80682295,ETU01074,Mace,Lucie,,2004-12-02,708376762,marynath@example.com,"25, boulevard Prévost
69498 Royer-sur-Noël",Touba,Diourbel,Sénégal,2026-07-30 16:21:18.238285
15f5063e-04e1-454c-9845-52d5072128b1,ETU1000,Marion,Alice,1,1999-04-08,780428999,anais73@example.com,"60, avenue de Perret
97496 Chrétien",Linguère,Louga,Sénégal,2026-07-30 16:21:18.238420
7742d137-1457-4484-a721-36f2541eca0d,ETU01076,Legendre,Jeanne,,2003-09-25,784496147,genevieve72@example.com,"78, avenue Dupuis
45521 Bourgeois",Meckhe,Thiès,Sénégal,2026-07-30 16:21:18.238567
a3aede05-8266-4e9a-b999-c3ca3e9b50d7,ETU01077,Torres,Suzanne,1,1996-07-30,00221772981603,laetitia22@example.org,"59, chemin Louise Baudry
68716 Pons",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.238713
d85901f5-83c1-4f24-bc5a-992038e005fb,ETU01078,Lebreton,Nath,Femme,2008-01-19,779524326,cblot@example.com,"rue de Muller
62895 Fouquet",Linguère,Louga,Sénégal,2026-07-30 16:21:18.238903
77a8a3af-9e72-41ae-a005-e76eff6b772e,ETU01079,Lebreton,Alfred,0,2006-04-04,+221772778279,antoinetteletellier@example.org,"4, rue Corinne Delahaye
37946 Saint Virginie",Bakel,Tambacounda,Sénégal,2026-07-30 16:21:18.239100
19c5a96c-1b5f-4d66-b6cb-d66babf06201,ETU01080,Gérard,Hélène,M,2002-04-18,+221774278739,hernandezhugues@example.com,"5, rue Hamel
16364 Saint GuyBourg",Dagana,Saint-Louis,Sénégal,2026-07-30 16:21:18.239291
daa3ec34-10e5-4967-9def-cd3d4d1b818a,ETU01081,Voisin,Julien,0,2004-06-09,768140465,bernierhelene@example.com,"619, boulevard Pierre Bailly
55951 Hebert-la-Forêt",Bakel,Tambacounda,Sénégal,2026-07-30 16:21:18.239556
8a89b51c-6fc1-43e9-8666-ebf01c267c43,ETU01082,Joly,Philippe,F,1999-08-16,00221774936528,eleonore15@example.org,"56, chemin de Lévy
47507 Saint Nicole-les-Bains",Linguère,Louga,Sénégal,2026-07-30 16:21:18.239875
fc8f0862-3bbf-4499-a32a-725fadce663d,ETU01083,Roussel,Victoire,Masculin,2004-10-02,,rpaul@example.com,"707, boulevard Adélaïde Fontaine
82524 Buissonnec",Rufisque,Dakar,Sénégal,2026-07-30 16:21:18.240075
e059046a-4d76-4d9d-b108-1149a4a1f5da,ETU01084,Potier,Tristan,Femme,2003-08-23,774369785,bernadette96@example.org,"1, avenue Laine
24790 EvrardVille",Gossas,Fatick,Sénégal,2026-07-30 16:21:18.240256
fd93eb83-49e0-41e7-a48e-abbc09412325,ETU01085,Pereira,Astrid,Masculin,1999-12-27,,laurentgarcia@example.com,"4, rue Barbe
21498 Wagnerdan",Touba,Diourbel,Sénégal,2026-07-30 16:21:18.240414
175b986d-d42e-4f3f-8443-ce41b1008013,ETU01086,Fournier,Audrey,,2008-05-23,+221784061310,fbernard@example.net,"91, rue de Goncalves
49365 Joly",Dagana,Saint-Louis,Sénégal,2026-07-30 16:21:18.240572
336639c6-36a7-4e0b-ad82-30e88af8fcd5,ETU01087,Royer,Valentine,0,2000-08-11,+221773827577,anais47@example.org,"74, avenue Roy
28961 Dupontboeuf",Linguère,Louga,Sénégal,2026-07-30 16:21:18.240742
5b4bcd23-0710-4449-a731-f91eaf4c5786,ETU01088,Boutin,Antoine,Femme,2002-06-09,+221773807267,adelaide74@example.org,"425, avenue Brun
76861 TexierVille",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.240937
61a6b375-2af2-4419-989d-0a7304a95a16,ETU01089,Fernandez,Clémence,Femme,1999-05-16,+221774247433,oceanemaillot@example.net,"36, boulevard Matthieu Delannoy
62219 Maury-la-Forêt",Gossas,Fatick,Sénégal,2026-07-30 16:21:18.241106
775bfa78-5dbc-4273-a24d-5c7e53b4ea66,ETU01090,Coulon,Claudine,0,1998-05-22,785769829,patrickwagner@example.com,"897, avenue de Leclercq
03152 Dufour-sur-Mer",Mbour,Dakar,Sénégal,2026-07-30 16:21:18.241278
cf843315-c962-44bf-a94e-6a5c4436925f,ETU01091,Morel,Frédérique,1,2001-03-11,+221775964585,alecomte@example.org,"68, chemin de Bourgeois
26297 Maillard",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.241444
15432b6f-57c7-43d4-b0d6-6c5c29eda388,ETU01092,Valentin,Roger,Masculin,2006-11-18,782315060,francoise17@example.net,"21, chemin de Mallet
76288 Guillaume",Oussouye,Ziguinchor,Sénégal,2026-07-30 16:21:18.241603
4cf2d794-bf94-4a23-a3e7-02c8c3d67239,ETU01093,Maillard,Bernadette,Masculin,2000-07-22,+221789293210,macesophie@example.net,"871, chemin Andrée Allain
10153 Morel-les-Bains",Foundiougne,Fatick,Sénégal,2026-07-30 16:21:18.241817
2656a6a8-484e-4b5c-9f4c-98cdb74d4ed5,ETU01094,Diallo,Raymond,F,2027-07-30,00221772284393,grousseau@example.net,"828, chemin Philippe Pages
82229 Morvan",Dagana,Saint-Louis,Sénégal,2026-07-30 16:21:18.241996
7a25704e-9bbb-4b9a-8f81-de96f7749a68,ETU01095,Barbier,Noël,M,2002-02-03,776481138,pmerle@example.net,"89, avenue Michèle Gautier
60534 Mailletdan",Kanel,Matam,Sénégal,2026-07-30 16:21:18.242174
06acbb0c-e302-4a83-8ef1-0f4e671bbdcf,ETU01096,Marchal,Stéphanie,Homme,2003-09-12,702143312,susannebecker@example.com,"54, rue Colette Imbert
89520 Saint Guillaume-sur-Mer",Rufisque,Dakar,Sénégal,2026-07-30 16:21:18.242349
2f8c0cd0-25f6-47f9-b7cd-0d6400d01590,ETU01097,Le Gall,Tristan,F,2002-02-01,769280832,sylvie90@example.org,"avenue Wagner
18727 Lefebvre",Bignona,Ziguinchor,Sénégal,2026-07-30 16:21:18.242461
780171ba-0aa4-4fa1-bf51-c7c248bfcf3f,ETU01098,Gaudin,Raymond,,2027-07-30,786780572,david53@example.org,"60, chemin Lefèvre
34313 Pottier",Bakel,Tambacounda,Sénégal,2026-07-30 16:21:18.242546
cf772576-116e-4abe-bd83-659d4efe1204,ETU01099,Benard,Élise,Femme,1998-08-12,+221775504237,theodoregonzalez@example.org,"39, chemin de Joubert
77703 Bazin",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.242679
62ae48bb-c61d-4a9a-a5d0-f3ee84d5b83e,ETU01100,Denis,Richard,F,2001-06-25,777271829,gregoire96@example.org,"91, rue Alex Delattre
29680 Leclerc",Bakel,Tambacounda,Sénégal,2026-07-30 16:21:18.242858
07cc071d-0331-4c1c-bfca-2ceee238bfb0,ETU01101,Da Costa,Sébastien,Masculin,2004-03-15,703511028,valentine02@example.net,"820, rue Suzanne Blanc
97326 Étienne",Vélingara,Kolda,Sénégal,2026-07-30 16:21:18.243015
0fbe31d8-7b1c-4a0f-90ec-81a029b20c57,ETU01102,Cohen,Michelle,Femme,1996-04-03,768496122,amelie21@example.org,"417, rue Lucas Leroy
14319 Mahe",Mbacké,Diourbel,Sénégal,2026-07-30 16:21:18.243152
0b4cf26a-9fb2-4c9d-9a18-b78056ff554c,ETU01103,De Oliveira,Vincent,Femme,2004-07-31,707575415,michel91@example.net,"947, avenue Pottier
91407 Saint CorinneBourg",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.243289
92ab3c8d-baa6-4f5a-a532-4cdb40fba549,ETU01104,Masse,Élodie,0,2001-06-06,+221777225855,wjacques@example.org,"54, rue Leroy
32228 Moulin-sur-Mer",Nioro du Rip,Kaolack,Sénégal,2026-07-30 16:21:18.243424
21eae8d0-ccdd-4faf-86aa-0f88b5f1ef7f,ETU01105,Petit,Astrid,F,1999-04-28,+221775561140,gautierjean@example.com,"504, rue Renée Leleu
45722 Renaud",Vélingara,Kolda,Sénégal,2026-07-30 16:21:18.243563
5a653052-9dd1-4811-8480-114127011721,ETU1000,Bazin,Capucine,Femme,1998-08-11,700069227,valleegerard@example.org,"rue de Godard
25958 Rodriguez",Linguère,Louga,Sénégal,2026-07-30 16:21:18.243687
c5955b0b-8db1-4431-81ad-d5840ea1960c,ETU01107,Martel,Mathilde,Masculin,2027-07-30,00221778118250,paul69@example.net,"39, rue Thérèse Letellier
01981 Potier",Bignona,Ziguinchor,Sénégal,2026-07-30 16:21:18.243843
706c3c9c-89f9-433a-9aac-f3edfc99a6d1,ETU01108,Michaud,Éric,Masculin,2000-10-20,778394811,toussaintalphonse@example.net,"34, rue Rémy Merle
81342 Blot",Goudomp,Tambacounda,Sénégal,2026-07-30 16:21:18.244022
203c7ac9-c89f-4584-8a51-01ee97745560,ETU01109,Chrétien,Alexandre,M,2003-04-24,+221780327048,xavierpoirier@example.org,"rue Boyer
97247 MeunierBourg",Ourossogui,Matam,Sénégal,2026-07-30 16:21:18.244173
b52c0951-107e-43f8-bf77-914458b589f6,ETU01110,Mendès,Vincent,,1997-05-28,+221775528648,qlambert@example.net,"42, rue Anne Monnier
79557 Sainte Henriette-les-Bains",Salémata,Kédougou,Sénégal,2026-07-30 16:21:18.244366
